NAME,VARLABEL
W_FSTURWT65,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 65
W_FSTURWT66,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 66
W_FSTURWT67,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 67
W_FSTURWT68,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 68
W_FSTURWT69,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 69
W_FSTURWT70,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 70
W_FSTURWT71,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 71
W_FSTURWT72,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 72
W_FSTURWT73,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 73
W_FSTURWT74,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 74
W_FSTURWT75,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 75
W_FSTURWT76,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 76
W_FSTURWT77,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 77
W_FSTURWT78,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 78
W_FSTURWT79,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 79
W_FSTURWT80,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 80
UNIT,REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER
WVARSTRR,RANDOMIZED FINAL VARIANCE STRATUM (1-80)
PV1MATH,Plausible Value 1 in Mathematics
PV2MATH,Plausible Value 2 in Mathematics
PV3MATH,Plausible Value 3 in Mathematics
PV4MATH,Plausible Value 4 in Mathematics
PV5MATH,Plausible Value 5 in Mathematics
PV6MATH,Plausible Value 6 in Mathematics
PV7MATH,Plausible Value 7 in Mathematics
PV8MATH,Plausible Value 8 in Mathematics
PV9MATH,Plausible Value 9 in Mathematics
PV10MATH,Plausible Value 10 in Mathematics
PV1READ,Plausible Value 1 in Reading
PV2READ,Plausible Value 2 in Reading
PV3READ,Plausible Value 3 in Reading
PV4READ,Plausible Value 4 in Reading
PV5READ,Plausible Value 5 in Reading
PV6READ,Plausible Value 6 in Reading
PV7READ,Plausible Value 7 in Reading
PV8READ,Plausible Value 8 in Reading
PV9READ,Plausible Value 9 in Reading
PV10READ,Plausible Value 10 in Reading
PV1SCIE,Plausible Value 1 in Science
PV2SCIE,Plausible Value 2 in Science
PV3SCIE,Plausible Value 3 in Science
PV4SCIE,Plausible Value 4 in Science
PV5SCIE,Plausible Value 5 in Science
PV6SCIE,Plausible Value 6 in Science
PV7SCIE,Plausible Value 7 in Science
PV8SCIE,Plausible Value 8 in Science
PV9SCIE,Plausible Value 9 in Science
PV10SCIE,Plausible Value 10 in Science
PV1SCEP,Plausible Value 1 in Competency Subscale of Science - Explain Phenomena Scientifically
PV2SCEP,Plausible Value 2 in Competency Subscale of Science - Explain Phenomena Scientifically
PV3SCEP,Plausible Value 3 in Competency Subscale of Science - Explain Phenomena Scientifically
PV4SCEP,Plausible Value 4 in Competency Subscale of Science - Explain Phenomena Scientifically
PV5SCEP,Plausible Value 5 in Competency Subscale of Science - Explain Phenomena Scientifically
PV6SCEP,Plausible Value 6 in Competency Subscale of Science - Explain Phenomena Scientifically
PV7SCEP,Plausible Value 7 in Competency Subscale of Science - Explain Phenomena Scientifically
PV8SCEP,Plausible Value 8 in Competency Subscale of Science - Explain Phenomena Scientifically
PV9SCEP,Plausible Value 9 in Competency Subscale of Science - Explain Phenomena Scientifically
PV10SCEP,Plausible Value 10 in Competency Subscale of Science - Explain Phenomena Scientifically
PV1SCED,Plausible Value 1 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV2SCED,Plausible Value 2 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV3SCED,Plausible Value 3 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV4SCED,Plausible Value 4 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV5SCED,Plausible Value 5 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV6SCED,Plausible Value 6 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV7SCED,Plausible Value 7 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV8SCED,Plausible Value 8 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV9SCED,Plausible Value 9 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV10SCED,Plausible Value 10 in Competency Subscale of Science - Evaluate and Design Scientific Enquiry
PV1SCID,Plausible Value 1 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV2SCID,Plausible Value 2 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV3SCID,Plausible Value 3 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV4SCID,Plausible Value 4 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV5SCID,Plausible Value 5 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV6SCID,Plausible Value 6 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV7SCID,Plausible Value 7 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV8SCID,Plausible Value 8 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV9SCID,Plausible Value 9 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV10SCID,Plausible Value 10 in Competency Subscale of Science - Interpret Data and Evidence Scientifically
PV1SKCO,Plausible Value 1 in Knowledge Subscale of Science - Content
PV2SKCO,Plausible Value 2 in Knowledge Subscale of Science - Content
PV3SKCO,Plausible Value 3 in Knowledge Subscale of Science - Content
PV4SKCO,Plausible Value 4 in Knowledge Subscale of Science - Content
PV5SKCO,Plausible Value 5 in Knowledge Subscale of Science - Content
PV6SKCO,Plausible Value 6 in Knowledge Subscale of Science - Content
PV7SKCO,Plausible Value 7 in Knowledge Subscale of Science - Content
PV8SKCO,Plausible Value 8 in Knowledge Subscale of Science - Content
PV9SKCO,Plausible Value 9 in Knowledge Subscale of Science - Content
PV10SKCO,Plausible Value 10 in Knowledge Subscale of Science - Content
PV1SKPE,Plausible Value 1 in Knowledge Subscale of Science - Procedural & Epistemic
PV2SKPE,Plausible Value 2 in Knowledge Subscale of Science - Procedural & Epistemic
PV3SKPE,Plausible Value 3 in Knowledge Subscale of Science - Procedural & Epistemic
PV4SKPE,Plausible Value 4 in Knowledge Subscale of Science - Procedural & Epistemic
PV5SKPE,Plausible Value 5 in Knowledge Subscale of Science - Procedural & Epistemic
PV6SKPE,Plausible Value 6 in Knowledge Subscale of Science - Procedural & Epistemic
PV7SKPE,Plausible Value 7 in Knowledge Subscale of Science - Procedural & Epistemic
PV8SKPE,Plausible Value 8 in Knowledge Subscale of Science - Procedural & Epistemic
PV9SKPE,Plausible Value 9 in Knowledge Subscale of Science - Procedural & Epistemic
PV10SKPE,Plausible Value 10 in Knowledge Subscale of Science - Procedural & Epistemic
PV1SSPH,Plausible Value 1 in System Subscale of Science - Physical
PV2SSPH,Plausible Value 2 in System Subscale of Science - Physical
PV3SSPH,Plausible Value 3 in System Subscale of Science - Physical
PV4SSPH,Plausible Value 4 in System Subscale of Science - Physical
PV5SSPH,Plausible Value 5 in System Subscale of Science - Physical
PV6SSPH,Plausible Value 6 in System Subscale of Science - Physical
PV7SSPH,Plausible Value 7 in System Subscale of Science - Physical
PV8SSPH,Plausible Value 8 in System Subscale of Science - Physical
PV9SSPH,Plausible Value 9 in System Subscale of Science - Physical
PV10SSPH,Plausible Value 10 in System Subscale of Science - Physical
PV1SSLI,Plausible Value 1 in System Subscale of Science - Living
PV2SSLI,Plausible Value 2 in System Subscale of Science - Living
PV3SSLI,Plausible Value 3 in System Subscale of Science - Living
PV4SSLI,Plausible Value 4 in System Subscale of Science - Living
PV5SSLI,Plausible Value 5 in System Subscale of Science - Living
PV6SSLI,Plausible Value 6 in System Subscale of Science - Living
PV7SSLI,Plausible Value 7 in System Subscale of Science - Living
PV8SSLI,Plausible Value 8 in System Subscale of Science - Living
PV9SSLI,Plausible Value 9 in System Subscale of Science - Living
PV10SSLI,Plausible Value 10 in System Subscale of Science - Living
PV1SSES,Plausible Value 1 in System Subscale of Science - Earth & Science
PV2SSES,Plausible Value 2 in System Subscale of Science - Earth & Science
PV3SSES,Plausible Value 3 in System Subscale of Science - Earth & Science
PV4SSES,Plausible Value 4 in System Subscale of Science - Earth & Science
PV5SSES,Plausible Value 5 in System Subscale of Science - Earth & Science
PV6SSES,Plausible Value 6 in System Subscale of Science - Earth & Science
PV7SSES,Plausible Value 7 in System Subscale of Science - Earth & Science
PV8SSES,Plausible Value 8 in System Subscale of Science - Earth & Science
PV9SSES,Plausible Value 9 in System Subscale of Science - Earth & Science
PV10SSES,Plausible Value 10 in System Subscale of Science - Earth & Science
SENWT,Senate Weight (sum of 5000 per country)
VER_DAT,Date of the database creation
ST016Q01NA,"Overall, how satisfied are you with your life as a whole these days?"
ST038Q01NA,I got called names by other students.
ST038Q02NA,I got picked on by other students.
ST038Q03NA,Other students left me out of things on purpose.
ST038Q04NA,Other students made fun of me.
ST038Q05NA,I was threatened by other students.
ST038Q06NA,Other students took away or destroyed things that belonged to me.
ST038Q07NA,I got hit or pushed around by other students.
ST038Q08NA,Other students spread nasty rumours about me.
